so_hieu,title,clause_type,content,parent_content,grandparent_content,reference,relation,error_type
12/VGNN-PPCĐ,Thông tư 12/VGNN-PPCĐ hướng dẫn thi hành Điều lệ quản lý giá (ban hành kèm theo Nghị định số 33-HĐBT ngày 27/2/1984 của Hội đồng Bộ trưởng),khoan,"3. Chỉ đạo các xí nghiệp quốc doanh (bao gồm cả lâm trường, nông trường) do Trung ương và địa phương quản lý xây dựng phương án giá bán buôn xí nghiệp năm 1985 cho các sản phẩm do đơn vị sản xuất gửi cơ quan quản lý giá có thẩm quyền quyết định theo đúng tinh thần Nghị quyết số 156-HĐBT ngày 30-11-1984, Nghị quyết 51-HĐBT ngày 22-12-1985, Nghị quyết số 52-HĐBT ngày 23-2-1985 của Hội đồng Bộ trưởng về một số vấn đề cải tiến quản lý công nghiệp: quốc doanh, nông trường quốc doanh, lâm trường quốc doanh và Thông tư hướng dẫn số 2/VGNN-KHCS của Uỷ ban Vật giá Nhà nước.","Điều 16.- Quy định tỷ lệ trích tiền thưởng cho những đơn vị, cá nhân có thành tích trong công tác kiểm tra, thanh tra, phát hiện và xử lý những vụ vi phạm kỷ luật Nhà nước về giá.
Những vấn đề trên đây phức tạp có liên quan đến nhiều ngành, Uỷ ban Vật giá Nhà nước sẽ có thông tư hoặc thông tư liên Bộ hướng dẫn thực hiện cụ thể.
V. TỔ CHỨC THỰC HIỆN
Sau khi có Nghị định số 33-HĐBT ngày 27-2-1984 của Hội đồng Bộ trưởng ban hành Điều lệ quản lý giá. Uỷ ban Vật giá Nhà nước đã có các công văn hướng dẫn các Bộ, các tỉnh tổ chức thực hiện toàn diện Điều lệ quản lý giá. Các văn bản đó là:
- Số 101-VGNN-KHCS ngày 7-3-1984 gửi Chủ nhiệm Uỷ ban Vật giá các tỉnh, thành phố, đặc khu trực thuộc Trung ương.
- Số 113-VGNN-KHCS ngày 13-3-1984 gửi các Bộ, Uỷ ban Nhà nước, các cơ quan khác thuộc Hội đồng Bộ trưởng và Uỷ ban nhân dân các tỉnh, thành phố, đặc khu trực thuộc Trung ương.
- Số 175-VGNN-KHCS ngày 15-5-1984 gửi các Bộ quản lý sản xuất kinh doanh
- Số 443-VGNN-KHCS ngày 16-7-1984 gửi Uỷ ban Vật giá các tỉnh từ Nghệ Tĩnh trở vào.
- Thông tư số 683-VGNN-KHCS ngày 10-9-1984 hướng dẫn về quy chế làm việc của Hội đồng Vật giá tỉnh, thành phố, đặc khu trực thuộc Trung ương.
- Thông tư số 151-VGNN-TTg ngày 23-3-1985 hướng dẫn về tổ chức và chức năng, nhiệm vụ quyền hạn của hệ thống thanh tra Nhà nước về giá.
Gần đây, căn cứ các nghị quyết của Hội đồng Bộ trưởng về cải tiến quản lý kinh tế theo tinh thần Nghị quyết Hội nghị Trung ương lần thứ 6, lần thứ 7, Uỷ ban Vật giá Nhà nước đã có Thông tư số 2-VGNN-KHCS ngày 3-4-1985, và Công văn số 174-VGNN-PPCĐ ngày 4-4-1985 hướng dẫn công tác giá cả thực hiện nghị quyết của Hội đồng Bộ trưởng về một số vấn đề cải tiến quản lý công nghiệp quốc doanh.
Đề nghị các ngành, các cấp, các cơ sở sản xuất kinh doanh căn cứ vào những quy định trong Điều lệ quản lý giá và nội dung hướng dẫn của Uỷ ban Vật giá Nhà nước trong các văn bản trên và trong Thông tư hướng dẫn này tiếp tục thực hiện một số công tác sau đây:",,Nghị quyết số 156-HĐBT ngày 30-11-1984,dan_chieu,FN
12/VGNN-PPCĐ,Thông tư 12/VGNN-PPCĐ hướng dẫn thi hành Điều lệ quản lý giá (ban hành kèm theo Nghị định số 33-HĐBT ngày 27/2/1984 của Hội đồng Bộ trưởng),khoan,"3. Chỉ đạo các xí nghiệp quốc doanh (bao gồm cả lâm trường, nông trường) do Trung ương và địa phương quản lý xây dựng phương án giá bán buôn xí nghiệp năm 1985 cho các sản phẩm do đơn vị sản xuất gửi cơ quan quản lý giá có thẩm quyền quyết định theo đúng tinh thần Nghị quyết số 156-HĐBT ngày 30-11-1984, Nghị quyết 51-HĐBT ngày 22-12-1985, Nghị quyết số 52-HĐBT ngày 23-2-1985 của Hội đồng Bộ trưởng về một số vấn đề cải tiến quản lý công nghiệp: quốc doanh, nông trường quốc doanh, lâm trường quốc doanh và Thông tư hướng dẫn số 2/VGNN-KHCS của Uỷ ban Vật giá Nhà nước.","Điều 16.- Quy định tỷ lệ trích tiền thưởng cho những đơn vị, cá nhân có thành tích trong công tác kiểm tra, thanh tra, phát hiện và xử lý những vụ vi phạm kỷ luật Nhà nước về giá.
Những vấn đề trên đây phức tạp có liên quan đến nhiều ngành, Uỷ ban Vật giá Nhà nước sẽ có thông tư hoặc thông tư liên Bộ hướng dẫn thực hiện cụ thể.
V. TỔ CHỨC THỰC HIỆN
Sau khi có Nghị định số 33-HĐBT ngày 27-2-1984 của Hội đồng Bộ trưởng ban hành Điều lệ quản lý giá. Uỷ ban Vật giá Nhà nước đã có các công văn hướng dẫn các Bộ, các tỉnh tổ chức thực hiện toàn diện Điều lệ quản lý giá. Các văn bản đó là:
- Số 101-VGNN-KHCS ngày 7-3-1984 gửi Chủ nhiệm Uỷ ban Vật giá các tỉnh, thành phố, đặc khu trực thuộc Trung ương.
- Số 113-VGNN-KHCS ngày 13-3-1984 gửi các Bộ, Uỷ ban Nhà nước, các cơ quan khác thuộc Hội đồng Bộ trưởng và Uỷ ban nhân dân các tỉnh, thành phố, đặc khu trực thuộc Trung ương.
- Số 175-VGNN-KHCS ngày 15-5-1984 gửi các Bộ quản lý sản xuất kinh doanh
- Số 443-VGNN-KHCS ngày 16-7-1984 gửi Uỷ ban Vật giá các tỉnh từ Nghệ Tĩnh trở vào.
- Thông tư số 683-VGNN-KHCS ngày 10-9-1984 hướng dẫn về quy chế làm việc của Hội đồng Vật giá tỉnh, thành phố, đặc khu trực thuộc Trung ương.
- Thông tư số 151-VGNN-TTg ngày 23-3-1985 hướng dẫn về tổ chức và chức năng, nhiệm vụ quyền hạn của hệ thống thanh tra Nhà nước về giá.
Gần đây, căn cứ các nghị quyết của Hội đồng Bộ trưởng về cải tiến quản lý kinh tế theo tinh thần Nghị quyết Hội nghị Trung ương lần thứ 6, lần thứ 7, Uỷ ban Vật giá Nhà nước đã có Thông tư số 2-VGNN-KHCS ngày 3-4-1985, và Công văn số 174-VGNN-PPCĐ ngày 4-4-1985 hướng dẫn công tác giá cả thực hiện nghị quyết của Hội đồng Bộ trưởng về một số vấn đề cải tiến quản lý công nghiệp quốc doanh.
Đề nghị các ngành, các cấp, các cơ sở sản xuất kinh doanh căn cứ vào những quy định trong Điều lệ quản lý giá và nội dung hướng dẫn của Uỷ ban Vật giá Nhà nước trong các văn bản trên và trong Thông tư hướng dẫn này tiếp tục thực hiện một số công tác sau đây:",,Nghị quyết 51-HĐBT ngày 22-12-1985,dan_chieu,FN
12/VGNN-PPCĐ,Thông tư 12/VGNN-PPCĐ hướng dẫn thi hành Điều lệ quản lý giá (ban hành kèm theo Nghị định số 33-HĐBT ngày 27/2/1984 của Hội đồng Bộ trưởng),khoan,"3. Chỉ đạo các xí nghiệp quốc doanh (bao gồm cả lâm trường, nông trường) do Trung ương và địa phương quản lý xây dựng phương án giá bán buôn xí nghiệp năm 1985 cho các sản phẩm do đơn vị sản xuất gửi cơ quan quản lý giá có thẩm quyền quyết định theo đúng tinh thần Nghị quyết số 156-HĐBT ngày 30-11-1984, Nghị quyết 51-HĐBT ngày 22-12-1985, Nghị quyết số 52-HĐBT ngày 23-2-1985 của Hội đồng Bộ trưởng về một số vấn đề cải tiến quản lý công nghiệp: quốc doanh, nông trường quốc doanh, lâm trường quốc doanh và Thông tư hướng dẫn số 2/VGNN-KHCS của Uỷ ban Vật giá Nhà nước.","Điều 16.- Quy định tỷ lệ trích tiền thưởng cho những đơn vị, cá nhân có thành tích trong công tác kiểm tra, thanh tra, phát hiện và xử lý những vụ vi phạm kỷ luật Nhà nước về giá.
Những vấn đề trên đây phức tạp có liên quan đến nhiều ngành, Uỷ ban Vật giá Nhà nước sẽ có thông tư hoặc thông tư liên Bộ hướng dẫn thực hiện cụ thể.
V. TỔ CHỨC THỰC HIỆN
Sau khi có Nghị định số 33-HĐBT ngày 27-2-1984 của Hội đồng Bộ trưởng ban hành Điều lệ quản lý giá. Uỷ ban Vật giá Nhà nước đã có các công văn hướng dẫn các Bộ, các tỉnh tổ chức thực hiện toàn diện Điều lệ quản lý giá. Các văn bản đó là:
- Số 101-VGNN-KHCS ngày 7-3-1984 gửi Chủ nhiệm Uỷ ban Vật giá các tỉnh, thành phố, đặc khu trực thuộc Trung ương.
- Số 113-VGNN-KHCS ngày 13-3-1984 gửi các Bộ, Uỷ ban Nhà nước, các cơ quan khác thuộc Hội đồng Bộ trưởng và Uỷ ban nhân dân các tỉnh, thành phố, đặc khu trực thuộc Trung ương.
- Số 175-VGNN-KHCS ngày 15-5-1984 gửi các Bộ quản lý sản xuất kinh doanh
- Số 443-VGNN-KHCS ngày 16-7-1984 gửi Uỷ ban Vật giá các tỉnh từ Nghệ Tĩnh trở vào.
- Thông tư số 683-VGNN-KHCS ngày 10-9-1984 hướng dẫn về quy chế làm việc của Hội đồng Vật giá tỉnh, thành phố, đặc khu trực thuộc Trung ương.
- Thông tư số 151-VGNN-TTg ngày 23-3-1985 hướng dẫn về tổ chức và chức năng, nhiệm vụ quyền hạn của hệ thống thanh tra Nhà nước về giá.
Gần đây, căn cứ các nghị quyết của Hội đồng Bộ trưởng về cải tiến quản lý kinh tế theo tinh thần Nghị quyết Hội nghị Trung ương lần thứ 6, lần thứ 7, Uỷ ban Vật giá Nhà nước đã có Thông tư số 2-VGNN-KHCS ngày 3-4-1985, và Công văn số 174-VGNN-PPCĐ ngày 4-4-1985 hướng dẫn công tác giá cả thực hiện nghị quyết của Hội đồng Bộ trưởng về một số vấn đề cải tiến quản lý công nghiệp quốc doanh.
Đề nghị các ngành, các cấp, các cơ sở sản xuất kinh doanh căn cứ vào những quy định trong Điều lệ quản lý giá và nội dung hướng dẫn của Uỷ ban Vật giá Nhà nước trong các văn bản trên và trong Thông tư hướng dẫn này tiếp tục thực hiện một số công tác sau đây:",,Nghị quyết số 52-HĐBT ngày 23-2-1985,dan_chieu,FN
12/VGNN-PPCĐ,Thông tư 12/VGNN-PPCĐ hướng dẫn thi hành Điều lệ quản lý giá (ban hành kèm theo Nghị định số 33-HĐBT ngày 27/2/1984 của Hội đồng Bộ trưởng),khoan,"3. Chỉ đạo các xí nghiệp quốc doanh (bao gồm cả lâm trường, nông trường) do Trung ương và địa phương quản lý xây dựng phương án giá bán buôn xí nghiệp năm 1985 cho các sản phẩm do đơn vị sản xuất gửi cơ quan quản lý giá có thẩm quyền quyết định theo đúng tinh thần Nghị quyết số 156-HĐBT ngày 30-11-1984, Nghị quyết 51-HĐBT ngày 22-12-1985, Nghị quyết số 52-HĐBT ngày 23-2-1985 của Hội đồng Bộ trưởng về một số vấn đề cải tiến quản lý công nghiệp: quốc doanh, nông trường quốc doanh, lâm trường quốc doanh và Thông tư hướng dẫn số 2/VGNN-KHCS của Uỷ ban Vật giá Nhà nước.","Điều 16.- Quy định tỷ lệ trích tiền thưởng cho những đơn vị, cá nhân có thành tích trong công tác kiểm tra, thanh tra, phát hiện và xử lý những vụ vi phạm kỷ luật Nhà nước về giá.
Những vấn đề trên đây phức tạp có liên quan đến nhiều ngành, Uỷ ban Vật giá Nhà nước sẽ có thông tư hoặc thông tư liên Bộ hướng dẫn thực hiện cụ thể.
V. TỔ CHỨC THỰC HIỆN
Sau khi có Nghị định số 33-HĐBT ngày 27-2-1984 của Hội đồng Bộ trưởng ban hành Điều lệ quản lý giá. Uỷ ban Vật giá Nhà nước đã có các công văn hướng dẫn các Bộ, các tỉnh tổ chức thực hiện toàn diện Điều lệ quản lý giá. Các văn bản đó là:
- Số 101-VGNN-KHCS ngày 7-3-1984 gửi Chủ nhiệm Uỷ ban Vật giá các tỉnh, thành phố, đặc khu trực thuộc Trung ương.
- Số 113-VGNN-KHCS ngày 13-3-1984 gửi các Bộ, Uỷ ban Nhà nước, các cơ quan khác thuộc Hội đồng Bộ trưởng và Uỷ ban nhân dân các tỉnh, thành phố, đặc khu trực thuộc Trung ương.
- Số 175-VGNN-KHCS ngày 15-5-1984 gửi các Bộ quản lý sản xuất kinh doanh
- Số 443-VGNN-KHCS ngày 16-7-1984 gửi Uỷ ban Vật giá các tỉnh từ Nghệ Tĩnh trở vào.
- Thông tư số 683-VGNN-KHCS ngày 10-9-1984 hướng dẫn về quy chế làm việc của Hội đồng Vật giá tỉnh, thành phố, đặc khu trực thuộc Trung ương.
- Thông tư số 151-VGNN-TTg ngày 23-3-1985 hướng dẫn về tổ chức và chức năng, nhiệm vụ quyền hạn của hệ thống thanh tra Nhà nước về giá.
Gần đây, căn cứ các nghị quyết của Hội đồng Bộ trưởng về cải tiến quản lý kinh tế theo tinh thần Nghị quyết Hội nghị Trung ương lần thứ 6, lần thứ 7, Uỷ ban Vật giá Nhà nước đã có Thông tư số 2-VGNN-KHCS ngày 3-4-1985, và Công văn số 174-VGNN-PPCĐ ngày 4-4-1985 hướng dẫn công tác giá cả thực hiện nghị quyết của Hội đồng Bộ trưởng về một số vấn đề cải tiến quản lý công nghiệp quốc doanh.
Đề nghị các ngành, các cấp, các cơ sở sản xuất kinh doanh căn cứ vào những quy định trong Điều lệ quản lý giá và nội dung hướng dẫn của Uỷ ban Vật giá Nhà nước trong các văn bản trên và trong Thông tư hướng dẫn này tiếp tục thực hiện một số công tác sau đây:",,Thông tư hướng dẫn số 2/VGNN-KHCS,dan_chieu,FN
12/VGNN-PPCĐ,Thông tư 12/VGNN-PPCĐ hướng dẫn thi hành Điều lệ quản lý giá (ban hành kèm theo Nghị định số 33-HĐBT ngày 27/2/1984 của Hội đồng Bộ trưởng),khoan,"4. Thành lập hệ thống thanh tra Nhà nước về giá từ Trung ương đến địa phương, và bố trí những cán bộ thanh tra về giá có đủ năng lực để đảm đương nhiệm vụ thanh tra, kiểm tra theo đúng tinh thần Thông tư số 151/VGNN-TTg của Uỷ ban Vật giá Nhà nước.
Tiếp tục đẩy mạnh công tác kiểm tra, thanh tra giá và tăng cường kỷ luật Nhà nước về giá như đã ghi trong chương IV của Điều lệ quản lý giá.
Động viên, khen thưởng kịp thời những đơn vị và cá nhân chấp hành nghiêm chỉnh Điều lệ quản lý giá của Nhà nước và xử lý nghiêm khắc đối với những đơn vị và cá nhân vi phạm kỷ luật Nhà nước về giá cả.","Điều 16.- Quy định tỷ lệ trích tiền thưởng cho những đơn vị, cá nhân có thành tích trong công tác kiểm tra, thanh tra, phát hiện và xử lý những vụ vi phạm kỷ luật Nhà nước về giá.
Những vấn đề trên đây phức tạp có liên quan đến nhiều ngành, Uỷ ban Vật giá Nhà nước sẽ có thông tư hoặc thông tư liên Bộ hướng dẫn thực hiện cụ thể.
V. TỔ CHỨC THỰC HIỆN
Sau khi có Nghị định số 33-HĐBT ngày 27-2-1984 của Hội đồng Bộ trưởng ban hành Điều lệ quản lý giá. Uỷ ban Vật giá Nhà nước đã có các công văn hướng dẫn các Bộ, các tỉnh tổ chức thực hiện toàn diện Điều lệ quản lý giá. Các văn bản đó là:
- Số 101-VGNN-KHCS ngày 7-3-1984 gửi Chủ nhiệm Uỷ ban Vật giá các tỉnh, thành phố, đặc khu trực thuộc Trung ương.
- Số 113-VGNN-KHCS ngày 13-3-1984 gửi các Bộ, Uỷ ban Nhà nước, các cơ quan khác thuộc Hội đồng Bộ trưởng và Uỷ ban nhân dân các tỉnh, thành phố, đặc khu trực thuộc Trung ương.
- Số 175-VGNN-KHCS ngày 15-5-1984 gửi các Bộ quản lý sản xuất kinh doanh
- Số 443-VGNN-KHCS ngày 16-7-1984 gửi Uỷ ban Vật giá các tỉnh từ Nghệ Tĩnh trở vào.
- Thông tư số 683-VGNN-KHCS ngày 10-9-1984 hướng dẫn về quy chế làm việc của Hội đồng Vật giá tỉnh, thành phố, đặc khu trực thuộc Trung ương.
- Thông tư số 151-VGNN-TTg ngày 23-3-1985 hướng dẫn về tổ chức và chức năng, nhiệm vụ quyền hạn của hệ thống thanh tra Nhà nước về giá.
Gần đây, căn cứ các nghị quyết của Hội đồng Bộ trưởng về cải tiến quản lý kinh tế theo tinh thần Nghị quyết Hội nghị Trung ương lần thứ 6, lần thứ 7, Uỷ ban Vật giá Nhà nước đã có Thông tư số 2-VGNN-KHCS ngày 3-4-1985, và Công văn số 174-VGNN-PPCĐ ngày 4-4-1985 hướng dẫn công tác giá cả thực hiện nghị quyết của Hội đồng Bộ trưởng về một số vấn đề cải tiến quản lý công nghiệp quốc doanh.
Đề nghị các ngành, các cấp, các cơ sở sản xuất kinh doanh căn cứ vào những quy định trong Điều lệ quản lý giá và nội dung hướng dẫn của Uỷ ban Vật giá Nhà nước trong các văn bản trên và trong Thông tư hướng dẫn này tiếp tục thực hiện một số công tác sau đây:",,Thông tư số 151/VGNN-TTg,huong_dan,FP
12/VGNN-PPCĐ,Thông tư 12/VGNN-PPCĐ hướng dẫn thi hành Điều lệ quản lý giá (ban hành kèm theo Nghị định số 33-HĐBT ngày 27/2/1984 của Hội đồng Bộ trưởng),khoan,"4. Thành lập hệ thống thanh tra Nhà nước về giá từ Trung ương đến địa phương, và bố trí những cán bộ thanh tra về giá có đủ năng lực để đảm đương nhiệm vụ thanh tra, kiểm tra theo đúng tinh thần Thông tư số 151/VGNN-TTg của Uỷ ban Vật giá Nhà nước.
Tiếp tục đẩy mạnh công tác kiểm tra, thanh tra giá và tăng cường kỷ luật Nhà nước về giá như đã ghi trong chương IV của Điều lệ quản lý giá.
Động viên, khen thưởng kịp thời những đơn vị và cá nhân chấp hành nghiêm chỉnh Điều lệ quản lý giá của Nhà nước và xử lý nghiêm khắc đối với những đơn vị và cá nhân vi phạm kỷ luật Nhà nước về giá cả.","Điều 16.- Quy định tỷ lệ trích tiền thưởng cho những đơn vị, cá nhân có thành tích trong công tác kiểm tra, thanh tra, phát hiện và xử lý những vụ vi phạm kỷ luật Nhà nước về giá.
Những vấn đề trên đây phức tạp có liên quan đến nhiều ngành, Uỷ ban Vật giá Nhà nước sẽ có thông tư hoặc thông tư liên Bộ hướng dẫn thực hiện cụ thể.
V. TỔ CHỨC THỰC HIỆN
Sau khi có Nghị định số 33-HĐBT ngày 27-2-1984 của Hội đồng Bộ trưởng ban hành Điều lệ quản lý giá. Uỷ ban Vật giá Nhà nước đã có các công văn hướng dẫn các Bộ, các tỉnh tổ chức thực hiện toàn diện Điều lệ quản lý giá. Các văn bản đó là:
- Số 101-VGNN-KHCS ngày 7-3-1984 gửi Chủ nhiệm Uỷ ban Vật giá các tỉnh, thành phố, đặc khu trực thuộc Trung ương.
- Số 113-VGNN-KHCS ngày 13-3-1984 gửi các Bộ, Uỷ ban Nhà nước, các cơ quan khác thuộc Hội đồng Bộ trưởng và Uỷ ban nhân dân các tỉnh, thành phố, đặc khu trực thuộc Trung ương.
- Số 175-VGNN-KHCS ngày 15-5-1984 gửi các Bộ quản lý sản xuất kinh doanh
- Số 443-VGNN-KHCS ngày 16-7-1984 gửi Uỷ ban Vật giá các tỉnh từ Nghệ Tĩnh trở vào.
- Thông tư số 683-VGNN-KHCS ngày 10-9-1984 hướng dẫn về quy chế làm việc của Hội đồng Vật giá tỉnh, thành phố, đặc khu trực thuộc Trung ương.
- Thông tư số 151-VGNN-TTg ngày 23-3-1985 hướng dẫn về tổ chức và chức năng, nhiệm vụ quyền hạn của hệ thống thanh tra Nhà nước về giá.
Gần đây, căn cứ các nghị quyết của Hội đồng Bộ trưởng về cải tiến quản lý kinh tế theo tinh thần Nghị quyết Hội nghị Trung ương lần thứ 6, lần thứ 7, Uỷ ban Vật giá Nhà nước đã có Thông tư số 2-VGNN-KHCS ngày 3-4-1985, và Công văn số 174-VGNN-PPCĐ ngày 4-4-1985 hướng dẫn công tác giá cả thực hiện nghị quyết của Hội đồng Bộ trưởng về một số vấn đề cải tiến quản lý công nghiệp quốc doanh.
Đề nghị các ngành, các cấp, các cơ sở sản xuất kinh doanh căn cứ vào những quy định trong Điều lệ quản lý giá và nội dung hướng dẫn của Uỷ ban Vật giá Nhà nước trong các văn bản trên và trong Thông tư hướng dẫn này tiếp tục thực hiện một số công tác sau đây:",,Thông tư số 151/VGNN-TTg,dan_chieu,FN
12/VGNN-PPCĐ,Thông tư 12/VGNN-PPCĐ hướng dẫn thi hành Điều lệ quản lý giá (ban hành kèm theo Nghị định số 33-HĐBT ngày 27/2/1984 của Hội đồng Bộ trưởng),khoan,7. Thành lập Hội đồng Vật giá của tỉnh theo tinh thần Thông tư hướng dẫn số 683/ VGNN-KHCS ngày 10 tháng 9 năm 1984 của Uỷ ban Vật giá Nhà nước.,"Điều 16.- Quy định tỷ lệ trích tiền thưởng cho những đơn vị, cá nhân có thành tích trong công tác kiểm tra, thanh tra, phát hiện và xử lý những vụ vi phạm kỷ luật Nhà nước về giá.
Những vấn đề trên đây phức tạp có liên quan đến nhiều ngành, Uỷ ban Vật giá Nhà nước sẽ có thông tư hoặc thông tư liên Bộ hướng dẫn thực hiện cụ thể.
V. TỔ CHỨC THỰC HIỆN
Sau khi có Nghị định số 33-HĐBT ngày 27-2-1984 của Hội đồng Bộ trưởng ban hành Điều lệ quản lý giá. Uỷ ban Vật giá Nhà nước đã có các công văn hướng dẫn các Bộ, các tỉnh tổ chức thực hiện toàn diện Điều lệ quản lý giá. Các văn bản đó là:
- Số 101-VGNN-KHCS ngày 7-3-1984 gửi Chủ nhiệm Uỷ ban Vật giá các tỉnh, thành phố, đặc khu trực thuộc Trung ương.
- Số 113-VGNN-KHCS ngày 13-3-1984 gửi các Bộ, Uỷ ban Nhà nước, các cơ quan khác thuộc Hội đồng Bộ trưởng và Uỷ ban nhân dân các tỉnh, thành phố, đặc khu trực thuộc Trung ương.
- Số 175-VGNN-KHCS ngày 15-5-1984 gửi các Bộ quản lý sản xuất kinh doanh
- Số 443-VGNN-KHCS ngày 16-7-1984 gửi Uỷ ban Vật giá các tỉnh từ Nghệ Tĩnh trở vào.
- Thông tư số 683-VGNN-KHCS ngày 10-9-1984 hướng dẫn về quy chế làm việc của Hội đồng Vật giá tỉnh, thành phố, đặc khu trực thuộc Trung ương.
- Thông tư số 151-VGNN-TTg ngày 23-3-1985 hướng dẫn về tổ chức và chức năng, nhiệm vụ quyền hạn của hệ thống thanh tra Nhà nước về giá.
Gần đây, căn cứ các nghị quyết của Hội đồng Bộ trưởng về cải tiến quản lý kinh tế theo tinh thần Nghị quyết Hội nghị Trung ương lần thứ 6, lần thứ 7, Uỷ ban Vật giá Nhà nước đã có Thông tư số 2-VGNN-KHCS ngày 3-4-1985, và Công văn số 174-VGNN-PPCĐ ngày 4-4-1985 hướng dẫn công tác giá cả thực hiện nghị quyết của Hội đồng Bộ trưởng về một số vấn đề cải tiến quản lý công nghiệp quốc doanh.
Đề nghị các ngành, các cấp, các cơ sở sản xuất kinh doanh căn cứ vào những quy định trong Điều lệ quản lý giá và nội dung hướng dẫn của Uỷ ban Vật giá Nhà nước trong các văn bản trên và trong Thông tư hướng dẫn này tiếp tục thực hiện một số công tác sau đây:",,Thông tư hướng dẫn số 683/VGNN-KHCS ngày 10 tháng 9 năm 1984,dan_chieu,FN
89/2000/QĐ/UB-LĐLĐ,Quyết định 89/2000/QĐ/UB-LĐLĐ phối hợp công tác giữa UBND tỉnh và Liên đoàn Lao động tỉnh Nghệ An.,dieu,"Điều 1
- Mối quan hệ giữa UBND tỉnh và Liên đoàn Lao động tỉnh đã được quy định trong Luật Công ngày đoàn ngày 30/6/1990 và Nghị định 133 HĐBT ngày 20/4/1991 của Hội đồng Bộ trưởng (nay là Chính phủ) hướng dẫn thi hành Luật Công đoàn.
- UBND và Liên đoàn Lao động phối hợp giải quyết các vấn đề thuộc nhiệm vụ, quyền hạn của Uỷ ban nhân dân tỉnh và Liên đoàn Lao động tỉnh.",,,Luật Công đoàn,huong_dan,FP
89/2000/QĐ/UB-LĐLĐ,Quyết định 89/2000/QĐ/UB-LĐLĐ phối hợp công tác giữa UBND tỉnh và Liên đoàn Lao động tỉnh Nghệ An.,dieu,"Điều 1
- Mối quan hệ giữa UBND tỉnh và Liên đoàn Lao động tỉnh đã được quy định trong Luật Công ngày đoàn ngày 30/6/1990 và Nghị định 133 HĐBT ngày 20/4/1991 của Hội đồng Bộ trưởng (nay là Chính phủ) hướng dẫn thi hành Luật Công đoàn.
- UBND và Liên đoàn Lao động phối hợp giải quyết các vấn đề thuộc nhiệm vụ, quyền hạn của Uỷ ban nhân dân tỉnh và Liên đoàn Lao động tỉnh.",,,Luật Công,dan_chieu,FP
42-CP,Nghị định 42-CP năm 1996 ban hành điều lệ quản lý đầu tư và xây dựng,khoan,"3. Vốn thuộc các khoản vay nước ngoài của Chính phủ và các nguồn viện trợ quốc tế dành cho đầu tư phát triển (kể cả vốn hỗ trợ phát triển chính thức ODA) được quản lý thống nhất theo mục b khoản 2, Điều 21 của Luật Ngân sách Nhà nước và các văn bản hướng dẫn thi hành Luật Ngân sách Nhà nước.",Điều 9.- Nguyên tắc quản lý sử dụng các nguồn vốn đầu tư phát triển.,,Luật Ngân sách Nhà nước,huong_dan,FP
42-CP,Nghị định 42-CP năm 1996 ban hành điều lệ quản lý đầu tư và xây dựng,khoan,"3. Vốn thuộc các khoản vay nước ngoài của Chính phủ và các nguồn viện trợ quốc tế dành cho đầu tư phát triển (kể cả vốn hỗ trợ phát triển chính thức ODA) được quản lý thống nhất theo mục b khoản 2, Điều 21 của Luật Ngân sách Nhà nước và các văn bản hướng dẫn thi hành Luật Ngân sách Nhà nước.",Điều 9.- Nguyên tắc quản lý sử dụng các nguồn vốn đầu tư phát triển.,,khoản 2 Điều 21 Luật Ngân sách Nhà nước,dan_chieu,FP
42-CP,Nghị định 42-CP năm 1996 ban hành điều lệ quản lý đầu tư và xây dựng,khoan,"3. Vốn thuộc các khoản vay nước ngoài của Chính phủ và các nguồn viện trợ quốc tế dành cho đầu tư phát triển (kể cả vốn hỗ trợ phát triển chính thức ODA) được quản lý thống nhất theo mục b khoản 2, Điều 21 của Luật Ngân sách Nhà nước và các văn bản hướng dẫn thi hành Luật Ngân sách Nhà nước.",Điều 9.- Nguyên tắc quản lý sử dụng các nguồn vốn đầu tư phát triển.,,điểm b khoản 2 Điều 21 Luật Ngân sách Nhà nước,dan_chieu,FN
